x,y
-21.0,0.0
-20.79,0.0
-20.58,0.0
-20.37,0.0
-20.16,0.0
-19.95,0.0
-19.74,0.0
-19.53,0.0
-19.32,0.0
-19.11,0.0
-18.9,0.0
-18.69,0.0
-18.48,0.0
-18.27,0.0
-18.06,0.0
-17.85,0.0
-17.64,0.0
-17.43,0.0
-17.22,0.0
-17.009999999999998,0.0
-16.8,0.0
-16.59,0.0
-16.38,0.0
-16.17,0.0
-15.96,0.0
-15.75,0.0
-15.54,0.0
-15.33,0.0
-15.12,0.0
-14.91,0.0
-14.7,0.0
-14.49,0.0
-14.280000000000001,0.0
-14.07,0.0
-13.86,0.0
-13.65,0.0
-13.440000000000001,0.0
-13.23,0.0
-13.02,0.0
-12.81,0.0
-12.6,0.0
-12.39,0.0
-12.18,0.0
-11.97,0.0
-11.76,0.0
-11.549999999999999,0.0
-11.34,0.0
-11.13,0.0
-10.92,0.0
-10.71,0.0
-10.5,0.0
-10.29,0.0
-10.08,0.0
-9.87,0.0
-9.66,0.0
-9.45,0.0
-9.239999999999998,0.0
-9.030000000000001,0.0
-8.82,0.0
-8.610000000000001,0.0
-8.4,0.0
-8.19,0.0
-7.98,0.0
-7.77,0.0
-7.5600000000000005,0.0
-7.35,0.0
-7.139999999999999,0.0
-6.93,0.0
-6.719999999999999,0.0
-6.510000000000002,0.0
-6.300000000000001,0.0
-6.09,0.0
-5.880000000000001,0.0
-5.67,0.0
-5.460000000000001,0.0
-5.25,0.0
-5.039999999999999,0.0
-4.829999999999998,0.0
-4.620000000000001,0.0
-4.41,0.0
-4.199999999999999,0.0
-3.9899999999999984,0.0
-3.780000000000001,0.0
-3.5700000000000003,0.0
-3.3599999999999994,0.0
-3.150000000000002,0.0
-2.9400000000000013,0.0
-2.7300000000000004,0.0
-2.5199999999999996,0.0
-2.3099999999999987,0.0
-2.099999999999998,0.0
-1.8900000000000006,0.0
-1.6799999999999997,0.0
-1.4699999999999989,0.0
-1.2600000000000016,0.0
-1.0500000000000007,0.0
-0.8399999999999999,0.0
-0.629999999999999,0.0
-0.4200000000000017,0.0
-0.21000000000000085,0.0
0.0,0.0
0.21000000000000085,0.0
0.4200000000000017,0.0
0.629999999999999,0.0
0.8399999999999999,0.0
1.0500000000000007,0.0
1.2600000000000016,0.0
1.4700000000000024,0.0
1.6799999999999997,0.0
1.8900000000000006,0.0
2.1000000000000014,0.0
2.3100000000000023,0.0
2.520000000000003,0.0
2.729999999999997,0.0
2.9399999999999977,0.0
3.1499999999999986,0.0
3.3599999999999994,0.0
3.5700000000000003,0.0
3.7799999999999976,0.0
3.9899999999999984,0.0
4.199999999999999,0.0
4.41,0.0
4.620000000000001,0.0
4.829999999999998,0.0
5.039999999999999,0.0
5.25,0.0
5.460000000000001,0.0
5.670000000000002,0.0
5.879999999999999,0.0
6.09,0.0
6.300000000000001,0.0
6.510000000000002,0.0
6.720000000000002,0.0
6.93,0.0
7.140000000000001,0.0
7.350000000000001,0.0
7.560000000000002,0.0
