node1,node2,distance
230,246,1.2797421283564208
210,223,1.1181350189459185
210,223,1.1181350189459185
210,223,1.1181350189459185
210,223,1.1181350189459185
210,223,1.1181350189459185
210,223,1.1181350189459185
210,223,1.1181350189459185
210,223,1.1181350189459185
210,223,1.1181350189459185
210,223,1.1181350189459185
181,205,1.1133199900038695
141,160,0.8367206758566206
99,107,0.8083757163925583
21,29,0.7500052591855243
18,28,0.7032682701777545
18,28,0.7032682701777545
18,28,0.7032682701777545
304,332,0.6438397714576072
141,161,0.5910096969610862
141,161,0.5910096969610862
141,161,0.5910096969610862
141,161,0.5910096969610862
141,161,0.5910096969610862
141,161,0.5910096969610862
141,161,0.5910096969610862
141,161,0.5910096969610862
141,161,0.5910096969610862
141,161,0.5910096969610862
141,161,0.5910096969610862
141,161,0.5910096969610862
141,161,0.5910096969610862
141,161,0.5910096969610862
141,161,0.5910096969610862
120,141,0.5736380237370055
120,141,0.5736380237370055
120,141,0.5736380237370055
120,141,0.5736380237370055
120,141,0.5736380237370055
120,141,0.5736380237370055
120,141,0.5736380237370055
120,141,0.5736380237370055
120,141,0.5736380237370055
120,141,0.5736380237370055
120,141,0.5736380237370055
120,141,0.5736380237370055
120,141,0.5736380237370055
120,141,0.5736380237370055
120,141,0.5736380237370055
120,141,0.5736380237370055
83,229,0.5588599511576964
223,237,0.546757516909553
223,237,0.546757516909553
223,237,0.546757516909553
223,237,0.546757516909553
254,270,0.5464550140557122
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
41,46,0.5091093041187819
223,236,0.4931514143323037
223,236,0.4931514143323037
223,236,0.4931514143323037
223,236,0.4931514143323037
223,236,0.4931514143323037
223,236,0.4931514143323037
151,183,0.47460477398219153
316,325,0.46406374306747755
55,63,0.46283451054955005
122,149,0.4574940021531887
122,149,0.4574940021531887
122,149,0.4574940021531887
122,149,0.4574940021531887
122,149,0.4574940021531887
122,149,0.4574940021531887
122,149,0.4574940021531887
257,307,0.4202752462627713
8,21,0.4153967507651911
8,21,0.4153967507651911
8,21,0.4153967507651911
8,21,0.4153967507651911
8,21,0.4153967507651911
8,21,0.4153967507651911
8,21,0.4153967507651911
8,21,0.4153967507651911
8,21,0.4153967507651911
8,21,0.4153967507651911
8,21,0.4153967507651911
8,21,0.4153967507651911
8,21,0.4153967507651911
8,21,0.4153967507651911
