x,y,shape
17.258017527569766,11.087544043289574,triangle
22.194410848466678,11.535387475393858,triangle
22.906965491959884,14.465059749150951,triangle
18.658396978160685,9.153140990278885,triangle
19.55167235828124,9.291813385188332,triangle
20.700407701943753,13.994663567232845,triangle
18.73354116958239,14.27298118946094,triangle
17.195901374701336,14.030529932945143,triangle
20.966306920936642,14.449635684890602,triangle
19.19651310198195,11.581259247788703,triangle
19.67451097123975,13.308078325439897,triangle
18.646746561249355,13.570962539792374,triangle
19.362880741795163,9.615076674428675,triangle
23.904170453369193,13.839274767495256,triangle
16.36532816386891,13.002772210933038,triangle
22.981444196495943,13.76515190832093,triangle
21.02331724138054,9.67727496480282,triangle
19.9359983875015,14.620620739993276,triangle
20.251908889624474,7.6127732413671145,triangle
19.970925514986313,8.944745911026317,triangle
19.199295700362406,14.894321311340146,triangle
24.229009860965704,13.90740588833376,triangle
19.685819253259112,9.745185694217144,triangle
17.851427023684305,11.535538340585948,triangle
18.181356958454213,14.03227831343137,triangle
18.995995853280565,8.149745415225171,triangle
21.95906726964104,11.705256020738561,triangle
19.49162272252169,7.284640709057394,triangle
24.725293200175212,14.762542786279383,triangle
17.982098658536707,11.478000963127126,triangle
21.40259871217566,11.238783141317388,triangle
16.692161544957322,12.938176559527262,triangle
21.48882714214642,8.345467815242174,triangle
22.03531998936053,10.784663847511085,triangle
19.619108880801257,6.593239419405332,triangle
17.859133627239178,12.248596764763425,triangle
16.437125488641797,12.39314656353947,triangle
17.94529653039874,9.80703301048161,triangle
16.767597962912728,11.563603692862738,triangle
19.389650091419814,7.184464108695593,triangle
22.163493330274484,13.455412095761035,triangle
24.28461232930771,13.789141231785026,triangle
21.58927112782526,10.916254857026665,triangle
21.922113066344274,10.843853295726447,triangle
21.925217486527977,11.372633421805645,triangle
19.65274422312102,12.357226402835874,triangle
17.695671971613297,12.401681151899663,triangle
16.824684576632116,11.950102644189334,triangle
20.66279331483871,9.833012202146406,triangle
21.048655915941566,8.809072913383936,triangle
18.915414636154377,11.206239770150214,triangle
18.5485304746229,14.434290384255853,triangle
17.745028295877837,10.11170248609892,triangle
20.234673745071817,6.408666825644734,triangle
22.531593747345234,13.388854869812057,triangle
21.471416985608997,13.182161642690584,triangle
23.926717932261894,14.509409223026319,triangle
17.86998839990499,12.803018989137742,triangle
22.236384212724218,14.379750619074855,triangle
17.755901621969333,12.725890963099133,triangle
16.720397586483383,12.666920437552768,triangle
18.362123440876516,14.61079255245405,triangle
21.10935570587909,12.837793308073271,triangle
21.603627622890194,14.149689558243889,triangle
18.487498279090893,10.646903752243844,triangle
19.52720327780135,14.533398511620707,triangle
16.833579471670944,11.940582250594849,triangle
20.0294052190889,6.322215651682642,triangle
20.215226730893445,10.779011517581885,triangle
22.30786503593245,13.914537643680033,triangle
20.92246008668216,7.468582874590018,triangle
21.98310712966416,14.211495145324822,triangle
18.993932374769518,14.889423363544134,triangle
22.999035817786208,12.026587905257426,triangle
18.051133915533775,11.02959277509227,triangle
19.694987721569266,12.453118464800749,triangle
16.67415082523147,11.663423834123726,triangle
16.38649917557367,13.19124242606378,triangle
15.647120344562273,14.162275626449109,triangle
21.658850894935313,9.820457424586793,triangle
19.287176529331724,9.010577934591375,triangle
18.565529160739626,12.22123199735528,triangle
20.60693067720534,12.445813425855961,triangle
18.4818906467621,13.267234521449273,triangle
16.839432359688793,13.750824054595455,triangle
22.074809980115834,12.767573606747673,triangle
22.361913587028702,13.735509594677822,triangle
20.135515426454212,11.377101435819885,triangle
17.321495976443522,14.200089208287785,triangle
19.139727660462356,11.474841983542973,triangle
17.815801240406962,13.412124542013387,triangle
21.720006207431496,10.271653881395672,triangle
20.497396796436107,7.648522083627356,triangle
19.916952122258234,7.570276862895698,triangle
22.028741279299766,10.052735482183481,triangle
17.798764437700832,9.517644334560773,triangle
20.697264505308254,10.0971875873889,triangle
19.122802937465195,14.08362482249756,triangle
22.383865721335766,12.308814725143364,triangle
20.183788398598494,10.723079069005767,triangle
22.09001523295552,13.048807508682046,triangle
21.050448720440933,13.92523010666752,triangle
17.726337831782374,14.298206953921799,triangle
22.3797192996799,12.775525568053407,triangle
19.888008092019827,9.769376361223374,triangle
17.918854800626516,10.626208874115841,triangle
21.911195757808876,13.2465803520098,triangle
21.597276047208155,8.441191934483367,triangle
21.622844968384996,9.364503143037723,triangle
22.120336162160335,10.029208551690783,triangle
21.628946961682292,14.146390473050818,triangle
20.309573339219202,7.114180330125089,triangle
21.692532200044422,11.996571302635516,triangle
20.443816764614493,14.528728918176395,triangle
15.55076884109197,14.411303633944776,triangle
21.53650924520179,8.751938062119553,triangle
21.586123242304915,14.22384113967303,triangle
20.50736886762175,11.961717882694513,triangle
21.72111913074599,9.954314353961372,triangle
22.187278492192448,9.953392081077538,triangle
21.681806981599948,9.478284180931215,triangle
18.546654775576677,12.60902521800408,triangle
20.2452845613661,8.24971610294593,triangle
20.63213161154288,9.373275252384353,triangle
16.817883886441603,12.253758308018096,triangle
15.946585542628421,13.471480568270389,triangle
20.79385175484027,7.327856203990387,triangle
17.056464982480446,11.038327534601953,triangle
22.0873293843345,13.77483551442306,triangle
16.112681684136458,14.814025652727343,triangle
20.83264547473545,8.204354982055085,triangle
18.846271155409163,8.766766793255535,triangle
18.601962132607476,9.00142354057627,triangle
18.951653723616232,8.407972016657242,triangle
21.43133173220346,9.169790280385767,triangle
18.930652453093032,9.167111662798268,triangle
20.268097665945056,14.746369484383372,triangle
22.669732985592276,14.525002674405284,triangle
19.830601995149266,11.036254048939927,triangle
18.406992942446387,14.331813413632958,triangle
20.414759252017618,8.109963539311494,triangle
20.38350955753525,13.44975535142441,triangle
20.39174112201185,10.442671739096374,triangle
22.929665008771902,11.347345648674564,triangle
20.76974099838868,9.137504518758766,triangle
21.256772949415733,7.938934115839209,triangle
22.30576285579424,12.117492257904491,triangle
17.96474479654868,11.508232273641596,triangle
23.789591744891077,13.797829519524235,triangle
20.588326909043413,10.200989102613518,triangle
24.082478814188555,13.206275417710355,triangle
20.87225784107675,13.758751991187705,triangle
20.290710136043472,10.237654493464404,triangle
18.524730047427507,10.088078367039861,triangle
19.562817003375027,14.528121600671877,triangle
18.14528660241497,13.840682469197338,triangle
19.553751194743796,6.633960105760815,triangle
22.50268911239685,10.323708840807802,triangle
19.811404320446798,9.257340363603237,triangle
20.66229879994464,14.679933243235954,triangle
18.110277652888744,9.647695351318893,triangle
20.522154629974345,11.292663228170863,triangle
16.436869017808228,13.098195120250407,triangle
22.45568853507468,12.120859332777258,triangle
17.677166491069933,13.261889829324332,triangle
17.01516264152837,13.285545449975105,triangle
19.658858257464715,10.243878924049227,triangle
19.892185444291584,9.456525909581366,triangle
22.844438996073148,11.530741784873536,triangle
21.965772675366452,9.289024045401185,triangle
20.739305434346555,6.724163073972481,triangle
17.638750051689257,11.722037428661263,triangle
19.845473660715182,12.377480264623998,triangle
17.786116381407062,14.165178416675518,triangle
22.81135813689399,14.987794031089258,triangle
23.375775742010447,12.752327805016387,triangle
19.81865347950937,8.910406670707696,triangle
21.67163625668252,10.131492559610223,triangle
18.75015438246729,14.148693249236013,triangle
16.082085031362517,14.746536213968328,triangle
21.604363488074185,9.314086530320168,triangle
19.921830837436797,14.191691899870989,triangle
20.134014630176168,12.999801476138181,triangle
20.00490130826394,8.350481538369387,triangle
21.27147440596397,7.719576289188414,triangle
16.844373119201077,14.05531221073328,triangle
23.62995987022175,13.405284257740988,triangle
17.23033953263897,12.453612045125302,triangle
17.079508955837383,11.313753809251955,triangle
19.353585052866215,13.453399885402256,triangle
21.88212112185511,13.377638478065396,triangle
21.85084690354281,12.232254447195782,triangle
20.057304435229,9.524333051861507,triangle
21.0223386688063,10.773442580497692,triangle
20.925540691902903,11.259391912470736,triangle
20.7332079984622,13.468921180258995,triangle
15.350285781742546,14.543718032217162,triangle
24.16331438792039,13.944576173024554,triangle
20.94320665457916,9.210695609889804,triangle
22.6171675754546,11.67928948700495,triangle
22.833541038604103,10.7689256242795,triangle
22.718512582193444,13.914930148776635,triangle
18.519029337891446,14.113218297729716,triangle
18.83491241000951,7.505055305937203,triangle
17.161868357001666,13.244149075079175,triangle
19.751068715221557,7.580055557240214,triangle
20.457471539309385,9.59828057880641,triangle
21.769731725848743,13.028274888430698,triangle
20.251715258685913,9.97978281382429,triangle
17.712224730477864,11.163937918824002,triangle
